3086 5460 4343 4472 8976 9893 4106 5147 9645 2602 3609 2073 6399 1885 3496 6222 5717 460 4106 6118 821 4130 6052 9021 3720 8972 9766 9660 9103 4893 3593 4630 9472 9103 2073 6399 7703 4672 4661 8976 946 7384 3042 946 3769 4672 9301 8990 7457 8976 8912 5173 4661 8146 8960 8976 5543 5173 1325 5233 4689 9550 8145 5834 9645 8308 950 6467 8066 670 2102 912 8976 4874 460 6467 8066 670 8901 9087 8796 2522 5139 5090 460 1409 460 3496 8976 5738 6366 6846 3824 5802 5810 5335 460 6163 8976 5569 6399 460 8976 7534 1660 6399 9001 9758 9381 8206 3824 8976 5569 6399 9682 2383 8976 948 6052 8976 9341 1325 4408 6162 1113 6052 8983 332 504 2317 5145 4145 2534 255 9103 5319 3763 3268 3642 460 4069 7372 7387 8969 4106 6675 6052 9520 6155 9766 3723 585 9962 5152 4472 4418 9962 2664 6057 9523 6155 9000 2323 3740 9851 8976 6908 392 9962 6185 7387 9962 4892 9789 9962 585 5234 8976 2979 3118 460 1416 9627 3496 6192 5901 9272	5
3468 2706 8969 7372 9103 9021 6789 460 4106 9103 7700 4431 6846 4461 628 5195 9072 4106 7818 5724 8960 5810 7909 6052 460 475 4314 4892 8976 2742 460 4106 7818 5724 8960 6106 9488 867 8651 4472 9103 8976 3905 998 4254 6052 9750 6052 2114 9660 9103 4106 8976 946 1451 8976 3360 9011 5983 4661 8969 8994 4661 5927 6051 4672 2635 8157 5094 8994 4106 894 2346 6052 476 9042 8976 2669 8969 3268 8976 5865 9103 6456 628 8263 628 9001 2969 8976 7520 4808 4472 1492 9021 4661 8981 6106 4964 7972 670 5018 8248 912 8990 8994 4661 8976 6223 3268 6052 8976 6620 8976 6062 9475 9103 3569 420 4010 8277 6052 3268 9103 4672 9758 5218 8893 9758 7582 8976 9631 7520 9682 6280 9851 8578 6195 1780 3028 9021 6062 9682 6436 9779 4661 5841 6156 2097 1451 5052 5810 2636 6555 9446 6104 4672 4444 460 4167 5961 6103 9766 585 9713 2643 4173 911 9682 7323 9851 8248 4696 5890 4472 9546 6062 900 7919 9682 1380 4689 1761 3070 3496 8976 586 601 5460 8969 9682 2126 4472 8976 8969 9682 8577 8994 9758 5927 6052 6185 476 8976 8436 9682 4500 3598 460 4161 4010 4357 3314 8969 9682 1209 4472 460 9001 6408 9042 8976 2979 9011 9781 9682 8994 3496 6106 6052 5810 6519 8976 7164 6058 9103 7872 392 6052 8983 4472 5810 4335 9446 3496 5460 9851 1778 8206 8969 9906 4106 9103 867 1115 4472 8976 3662 9029 8969 9682 9868 6057 460 4472 8976 3039 8969 3042 4106 9103 3800 9851 456 2925 460 421 5971 189 9103 3458 6104 6346 3333 9682 4472 456 7520 670 8976 9072 6052 5810 558 460 9628 5052 8960 5640 3496 1113 8976 8886 460 8976 2706 9682 4472 456 6195 9388 4331 460 8969 5810 3599 4661 8703 7860 4440 5201 3528 9103 5195 7253 9851 6316 460 9816 4067 2751 8976 5605 2509 3609 5810 6085 9546 4472 6162 9103 2968 1113 5810 6519 460 585 9247 9750	5
7854 3824 2258 7853 4431 5971 4772 4431 7853 8976 2258 4661 9545 3824 9482 9773 7384 4087 6568 6052 8976 3476 6104 8976 5532 885 9013 6052 2426 460 9569 4556 1325 4173 8976 6540 585 5971 4512 6052 510 777 4472 3177 8976 3476 5205 3824 2500 5528 8976 2258 4661 7143 3824	4
4892 8969 9652 3742 777 7097 670 9077 1325 5865 9103 7329 4343 5904 9001 9758 9103 5460 8976 6185 2317 9757 4472 8994 9103 1339 8239 1714 460 3531 3049 5866 460 9757 9103 6423 3496 3049 533 2500 5971 8809 3049 6053 8976 6052 784 460 5026 6106 6276 8994 9773 3855 4263 460 9000 4681 9758 5971 4472 8976 767 6052 5810 9525 9757 767 2687 8994 9001 9125 5460 9103 4808 3800 460 3740 9341 5724 6303 6052 8976 4680 9682 5654 7143 3277 9001 9758 8206 5904 4472 2643 8969 8962 9962 9652	4
4106 5142 5890 7818 9021 6620 6129 460 5146 9341 1026 746	1
9905 5962 3769 9021 6620 8469 628 4106 894 7244 4173 3496 190 9935 1624 2747 3905 2201 460 3905 5802 3070 4010 5810 3360 777 3118 4173 8976 6185 8687 3886 5460 460 392 8976 6185 6467 3609 5810 9886 9758 6846 5224 324 8687 326 8406 9218 3680 5451 4672 9682 8976 3766 915 5145 9142 6156 9472 4808 4109 9142 5774 3644 3496 2615 9013 5940 6052 8969 9679 8976 832 1378 9472 1624 460 7566 1851 6104 5992 9713 585 392 7858 460 9713 392 9089 9962 9750 9768 9851 8976 701 9816 8533 2017 9103 1851 9103 9021 6620 6105 6053 8976 2923 6052 8909 6467 3609 9886 4892 190 9021 2048 814 6118 9103 867 8206 7567 9247 1345 9709 9142 8198 3496 8687 326 832	2
9713 9758 3079 9773 9713 3531 8969 9713 2097 266 3736 460 8261 9103 6192 2414 5131 8976 3476 4661 3824 5971 3905 1325 4672 9682 3905 6153 6104 4996 5920 9139 9773 8976 3476 9682 2411 4672 7815 5094 8976 6853 9682 989 4197 8994 9689 456 7156 684 9103 8976 2174 1444 8131 8206 7608 9103 8976 2414 3999 9021 7817 4197 4115 3710 5927 3132 8206 9089 628 9481 9750 9329 6195 8969 8994 4661 2414 1607 8206 9021 3999 5292 6846 965 9088 3496 2759 2687 8976 8574 4106 5927 6886 9851 2414 1609 884 8994 585 8239 2151 6195 8994 4808 4094 4109 3153 1609 8132 6121 5810 973 9851 5927 3132 9021 9816 6885 867 8976 4964 9072 9713 6162	2
9757 9103 2373 3692 8015 4964 5914 9851 5810 9808 3496 2534 9713 4010 4808 7410 3609 6192 4924 2317 9732 9272 6163 3362 8290 9851 2798 3362 801 460 4907 2224 5951 5810 9808 6163 6830 6738 4472 1760 6767 8976 6830 6738 4472 1760 6767 2500 5971 7814 9103 4609 5460 9103 5460 4672 5202 5094 7684 9851 7438 460 5979 6371 8290 9682 262 6846 3824 5810 9808 460 5095 4672 5774 948 8976 6118 9011 9713 9013 9001 2097 4106 2662 948 4661 8976 9808 460 9758 5971 3060 3208 9851 8976 8619 6052 3476 5810 9808 4661 9563 5451 628 6366 6052 8976 813 3496 8976 7384 9001 7974 7003 8619 2234 9388 8976 5826 6187 8976 3476 4661 6846 3824	3
3905 2848 670 9021 4766 5892 9960 8589 9682 748 6444 7613 9682 1070 460 7860 9682 8701 4428 867 767 5371 10	5
9021 4661 9154 8746 4766 7143 4010 4864 3511 9766 5052 8960 8746 8855 5094 5738 928 6627 7855 5724 3402 6052 392 9768 9851 8976 5452 6104 3049 7573 6052 9050 4418 4672 4087 5453 6156 9131 6156 4418 4689 2043 460 4930 456 3104 5826 5094 4689 6885 5971 7138 8746 5810 4010 3652 1836 460 8294 8850 9103 4672 460 3496 3835 7611 9804 1416 9001 1376 4672 8976 7709 8746 9682 5971 9545 8769 8976 8224 2136 7509 9682 3904 460 9853 8955 5971 9103 5528 8976 9786 2136 7613 8969 223 9021 6620 733 8469 6104 9943 9970 4849 7457 9962 6467 5806 5971 3740 6192 8969 5774 9768 8976 2191 3496 4672 8496 4472 9969 8543	2
748 748 9682 3220 8976 4560 2743 5532 8976 6616 9682 6195 6052 9021 9893 460 8976 832 9682 9545 6505 9905 2383 7176 9021 6620 9103 3047 9627 9103 7409	5
5739 1339 4334 460 6185 1394 3481 3609 7249 9001 4106 4357 7823 9103 1699 3609 4487 985 460 3900 2664 3110 8462 3476 1325 6104 9027 5195 2323 670 5607 7090 5751 4334 878 8976 6338 6053 5971 9103 5528 9962 2097 2840 5751 4334 5464 460 867 190 9775 4661 4696 894 2762 6222 7882 6185 4681 670 8976 8553 4408 5094 9103 3800 8250 460 9001 4106 9140 6052 5145 9012 8969 2097 5319 9012 5145 5724 9126 3496 2892 5607 6141 6156 1394	4
748 6620 8436 4661 9545 4162	4
3333 4010 1586 9103 9694 3680 4173 4808 5761 9103 8734 4472 4796 460 4106 894 9631 3496 8406 9218 9545 2839 6359 460 8976 7790 585 3905 4672 2634 5971 5441 9775 9962 8061 8976 2529 4106 3905 3476 9816 867 1862 4173 5219	5
1416 7700 2966 9868 9012 190 9021 1154 8976 5340 4661 3220 8976 6185 2931 585 4069 2977 460 2874 5971 9103 5528 8969 3047 8994 4087 4451 460 9001 9246 8981 2265 628 2265 2453 9103 867 9247 3800 9103 9021 1154 9965 9394 9766 5467	5
196 5233 9021 6620 4696 4010 5810 981 4173 9336 4472 8976 4964 9937 460 9001 4106 894 189 9103 215 4957 3956 9446 9103 60 8981 6410 4661 8700 2267 460 3905 4472 8976 3200 460 8406 9072 5810 3250 6616 4661 8976 2492 2267 677 1847 9851 3824 3476 6106 6052 5810 3250 7387 4472 6530 9902 8976 2751 9103 2702	5
4087 426 8746 9905 7700 8969 9001 4106 8976 946 8746 4472 760 9962 4106 9103 9301 4672 9103 7807 4343 426 4672 4661 8976 7860 4661 3905 460 3268 5094 4808 8517 4623 4720 8976 9793 8746 3118 4661 9545 718 460 6483 6620 9103 4051 6195 9851 3599 6156 8809 2307 4661 6118 6106 9011 2664 5094 8251 4672 3742 9103 1324 8206 5319 8726 9103 3740 8994 2825 601 6686 4418 9962 9660 9103 867 7788 7457 746	5
2346 344 9773 9021 3285 9682 9446 460 1862 460 5147 4472 8912 9905 3800 9103 9021 8574 3189 628 9713 1377 4672 8990 9341 6156 9035 9077 9781 4672 9682 3813 6104 9108 9757 9851 3593 8976 3285 4087 3961 1345 1026 5992 4689 6846 965 9013 9001 1746 98 9529 8969 4087 9103 4484 8976 3476 9529 4010 5810 3625 1165 8799 4672 9682 8700 3824 460 1265 5202 3496 8248 9103 1339 1325 5026 9851 5979 8976 9012 5095 5738 9758 4357 4263 4681 460 965 9057 6856 7699 3292 4035 6052 4609 1325 5971 9852 5810 1271 2892 4672 9474 9103 867 8969 9021 3285 9905 4106 4752 6541 460 6776 1835 8602 2097 318 8972 8533 5810 1271 9021 9935 9408 1325 8649 6854 9012 2097 5971 867 5172 4173 9021 9935 8206 4431 2554 9851 8976 3285 6060 6359 2126 9682 0 4418 9962 2097 5971 3336 3563 8574 6359 8994 9689 2966 4397 2161 9529 4472 5810 6142 1325 8994 9682 6674 6052 3476 9529 460 8976 5876 2843 9758 414 1324 460 6059 9508 8976 2975 9682 9545 5105 4288 9001 9816 7812 5724 2975 4472 8976 3662 3014 8036 9001 1746 4689 6106 6052 8976 9154 47 8574 3286 4472 8976 2105 6187 8994 4667 5774 9103 8526 601 3496 9427 9962 4106 2369 6693 6156 9660 2171 4411	3
420 8994 460 406 420 7263 4661 8533 5810 3250 6620 9103 3862 895 2702 4964 3589 5914 2040 2109 6052 3599 8969 9713 6189 9103 3800 1629 6195 8976 5897 5914 5082 4472 2702 6530 8036 9001 4010 1113 5761 746 4472 7161 9937 8206 324 915 9026 1345 8976 7525 7553 586 9713 2351 9103 4116 767 9103 6192 3250 6085 8455 6118 1906 9682 456 5527 7520 9780 3742 6380 3496 915 4472 4898 6085 1281 460 3496 8976 1127 3130 6192 6185 6155 6711 460 4444 324 392 9768 456 4653 6957 9853 8965 8533 6846 3824 4653 6957 4472 9021 1492	4
4408 4106 9103 7700 8969 447 8976 4472 8976 9128 8673 3294 8783 4661 5810 3250 884 6052 4689 7018 9780 6950 4672 3268 8960 8976 6185 9341 266 9103 8969 8976 5691 2170 460 4661 6106 6052 9027 6627 2097 8349 456 2979 9735 4968 326 670 628 5195 628 8244 2912 2756 6052 8824 585 3220 460 585 5724 8028 9103 2068 6961 8960 9103 9208 4034 7510 8824 4418 9962 3740 8983 9851 9524 9965 3336 8969 8976 9524 585 5145 6049 2266 3496 8976 2578 8206 7176 8239 6185 9160 8976 892 4661 3220 3014 4472 8976 4472 392 9021 4661 6106 6052 5810 2254 3251	5
9428 5233 4852 460 1229 6052 5810 6261 9103 4759 9713 392 5234 4672 3575 8861 3476 3905 6199 7789 460 5218 6052 7520 3496 8976 4852 9103 6656 9851 392 6052 9027 2641 3028 8976 356 9318 9682 2043 7457 460 8976 8110 6104 4672 9682 426 8976 3568 3600 5597 867 8976 946 4106 3042 4010 8976 1694 7895 9682 3824 1325 5145 9142 7439 3496 5810 8850 5810 9808 7608 8969 8976 1274 1660 7650 7919 671 9682 8976 946 1660 7650 3042 4167 4397 8874 9682 426 5810 2900 2310 4010 8976 3928 6441 1328 460 805 8376 9780 4010 1694 1689 6592 8569 460 6052 2114 6441 1328 8969 9682 9545 2510 1325 3905 8976 6118 2720 9758 8976 8769 6768 5971 777 1325 4106 4010 5774 948 8994 9682 6118 6106 1943 460 2743 586 460 8969 9682 1768 6104 8976 6185 8005 6052 8976 3190 4957 586 6052 4944 460 8976 5193 3691 1396 9682 414 7046 3224 8976 6684 6036 585 8976 8861 3575 3476 460 6052 2114 6674 6052 7520 3496 4852 9103 6656 460 1114	4
9682 5203 3496 6620 9775 2097 3740 5892 9096 460 456 6073 1590 8969 9682 5854 4263 5253 8994 4661 456 301 722 7860 460 9094 1550 8300 6052 6085 9199 7750 6104 9024 7124 4549 9757 4472 3496 9341 5892 9096 1325 2945 9446 3743 3536 5892 9096 8036 392 9096 9758 8976 6179 6109 3609 9773 1124 8976 1435 3526 421 3743 159 6104 8976 9096 9780 4661 3824 9011 1980 8976 2085 6052 8976 3844 9146 190 173 5640 9103 3740 8976 3536 5892 9096 4582 4472 274 9103 456 6073 1590 9887 9851 4726 460 4115 6948 3069 2264 7860 3609 5810 9096 9103 7180 8976 946 9096	4
5233 5233 5233 9021 6062 2807 5810 6805 8352 5219 6052 9072 670 9021 6062 460 4472 8976 4312 1113 2706 460 2706 9758 3220 9545 4895 460 2839 9103 8817 9103 9295 8983 628 9001 2500 3049 9103 2968 1113 5812 460 5810 764 9758 9750 8810 1451 6052 4106 8036 7818 2706 3496 7036 558 9797 4661 9545 8769	5
6222 47 9596 460 5927 9909 5806 867 5210 4695 9640 9042 8976 880 2610 6052 4853 4672 4661 420 3644 9103 9823 7958 6078 3858 3800 4472 460 9182 3268 6124 9927 460 2728 190 4109 5810 4263 2361 9851 392 9008 3654 628 8263 628 9821 8976 5222 6156 8248 406 8994 5451 7974 8549 9962 1396 3336 8239 5145 3609 1409 9103 1088 9512 5407 3779 420 5806 8036 8243 5971 8726 9804 5623 4824 3743 8154 5451 3810 9851 9601 880 9092 420 2959 5203 460 9482 3864 8248 5865 9927 7457 460 9014 190 9775 6156 9766 5597 3740 3496 3749 3496 5460 5901	4
9021 6620 4661 3905 8976 6616 4661 8206 9984 9006 1655 2217 460 3824 7678 5323 4672 6106 6052 5810 3800 9103 6627 3496 6569 8976 9831 585 3220 9851 2616 449 6052 2510 7680 9103 1699 3609 8976 1754 5603 5495 460 4321 9103 864 4275 4321 460 5810 3250 8769 764 7121 8769 4612 6052 8976 7384 4661 4957 460 5905 2361 9851 5221 6052 9878 9268 460 8994 4661 4852 6656 586 460 9332 9103 9694 8391 460 8649 8061 6215 4472 8976 6410 6156 8809 4672 9103 3800	4
4418 9962 2465 9287 1658 2369 2578 6616 8990 5880 7974 867 670 8976 9154 6052 9969 5131 9021 4661 8460 6616 5173 4472 8976 9496 460 5810 3211 4087 894 3813 3496 9937 5880 6061 3905 5532 2743 5131 460 677 9001 6057 456 3069 5264 8329 4957 2743 7613 460 6506 6616 3496 170 9766 8503 2664 6380 9021 6620 9446 4689 9902 4672	5
7249 5233 9962 9766 460 9789 2500 9962 4226 884 9962 585 8649 131 9962 7497 9962 4106 392 9012 3496 8976 256 3036 3496 5810 256 2640 5810 256 3049 1325 9773 2763 6222 1 6104 5964 3168 4699 8206 5388 2635 3740 7578 6222 6104 8976 7578 4472 8976 2301 6104 4230 1320 9276 9969 460 1773 1144 1635 5460 6195 460 2433 4230 7249 5249 1798 5520 5971 6105 5971 9336 4115 643 9768 5810 2333 9627 2500 4115 4808 640 5460 9768 5810 2333 1851 4173 1835 1144 4428 7983 9962 9766 5810 2333 4661 3468 9851 9766 9962 2664 7807 9972 7964 4173 5774 670 4216 460 8482 9682 4472 456 195 4382 6668 3769 5460 5810 6293 3496 5538 884 7608 5927 5810 3593 7608 8962 9962 628 9713 5026 460 4115 262 1717 9368 5927 8962 9962 767 777 777 777 1325 5233 8976 5538 460 8976 3598 3466 4472 8976 969 460 7582 586 8206 4689 3858 7106 3496 8969	2
3333 6620 4472 1589 8969 2635 9301 9142 4071 9952 4899 4343 9103 6668 9851 4198 4545 5167 460 6174 9773 6163 8976 1648 1302 3609 8981 5264 5532 3952 4547 6271 1302 9851 627 460 6114 7463 6508 9905 4106 5095 8976 627 5513 9388 8976 6156 9172 9851 8976 7590 2737 4672 9682 9142 6168 6104 8976 9154 1298 1325 4672 4661 8976 1648 1302 460 4418 8972 4343 4115 5098 4672 8990 8972 8976 9709 4672 7974 867 2961 6069 460 8976 6114 7463 585 748 8976 7860 9682 3734 460 3598 8976 3476 1388 6195 7148 3233 460 9905 4106 894 5904 4418 9962 2097 4129 8976 9682 4808 9142 9816 2383 1851 767 460 9301 6185 5532 6155 460 4203 7176	4
4689 5094 114 4480 4999 9331 5753 4472 2137 5904 5172 8253 7083 9103 1734 250 8976 8574 3496 4968 5914 2507 6479 9934 4892 4343 9103 6377 460 3277 5094 9682 6104 456 2995 6052 8976 190 9103 2623 4034 9103 4034 2772 4661 2348 5979 8329 6104 8976 6215 888 9682 2286 1855 8206 3974 8972 392 8969 9811 9043 1325 3824 5251 3743 510 6222 8344 5810 4557 1862 8726 9962 8492 6104 9727 8994 585 3563 2747 460 545 4472 8976 6195 9969 4699 460 9103 8976 5164 460 9965 867 392 8000 9103 460 3609 8976	3
9021 6620 4661 8206 1324 4672 4661 5738 2383 5971 4191 3720 417 4672 8065 767 4472 8976 5875 8976 3476 460 1820 585 3824 1325 5738 6052 392 5094 8969 1396 9640 5810 2636 4173 9103 3740 1820 460 8976 5899 6104 8976 9735 9846 8969 8994 9758 5724 6627 8969 401 6519 6215 8976 6359 1396 867 6294 460 8976 6164 460 6557 9446 6052 3476 1396 867 1599 1325 6105 9962 3740 7877 9021 4661 3824 6620 9103 9590	4
1346 1346 6530 4341 4157 6530 894 4357 3216 6052 4341 3496 9937 460 4010 5663 9773 4130 8969 9001 9758 1794 8976 6530 5173 460 6132 4808 2687 8976 8574 9388 8981 6352 1885 5826 4214 1325 324 6106 9590 4431 8228 4214 4087 8976 7633 3250 2579 8969 4341 4010 8366 2538 3928 614 9523 1302 3575 9518 8007 3600 2475 3028 460 9001 4106 4357 9828 5131 628 9750 7860 4661 696 460 8769 8966 9789 9682 6192 9632 4964 5914 8966 414 3496 3813 192 460 956 460 2168 7528 3425 3496 6192 8795 9458 4214 3954 2500 3167 4756 1281 9021 5892 7384 4689 3855 3905 6199 7789 586 4357 814 456 748 9828 1546 460 1858 1095 4567 628 9752 9962 8533 9660 8976 6085 5826 4341 8976 5173 4472 7750 4215 9569 4661 8533 6129 1325 4203 7176 1633 6195 4214 9103 1590 4672 9446 4808 9103 6530 4214 460 9931 3496 5460 3360 9103 7418	4
2351 9103 3800 3496 7545 3496 5088 2534 9021 9072 3531 8976 3476 460 7860 9103 867 8703 9103 6192 4964 3122 4386 460 7910 8976 5627 5799 6322 3625 460 7807 9804 4672 4661 8981 8015 2578 4672 9682 8206 3824 8969 9816 5971 867 7912 5901 9072 9713 414 4010 8976 2136 8432 9021 4661 6857 47 3496 8145 6649 1325 4672 9682 3167 9713 4010 8976 7188 4321 1694 9103 3347 4672 9682 9113 2474 1694 6767 2330 2179 2262 9851 1687 2178 460 1694 1687 2044 8359 7439 2345 392 3824 7857 9682 3069 3609 8471 9103 3347 9021 9072 421 1956 9713 9816 7409 4808 5451 5971 670 5264	4
3333 746 3609 5810 9481 7650 6156 1827 7438 5951 460 6163 8976 892 4672 9682 3824	4
9713 4010 2534 4173 2807 6192 5339 4672 9682 5810 3360 9072 670 460 9682 2383 4461 9851 8976 7018 6052 8981 3476 460 2264 7860 4010 8976 7779 8926 9851 1328 6688 5166 9780 9682 426 9713 7910 8976 1827 6654 3496 544 9780 9682 484 3905 1696 8976 6270 9758 7143 3575 4431 9014 6052 8814 5810 1145 9103 8976 5274 5173 6222 9735 9021 9935 1416 9627	4
9021 6620 4661 9969 8453 4254 4472 8976 9648 6527 9005 3855 3824 8859 6527 460 8406 7513 3496 1624 8976 1767 4661 2383 4928 1325 5724 3400 3454 9954	3
2396 3476 426 5408 460 9868 2475 3044 2578 4106 2841 4173 4087 894 5979 7966 6052 748 3360 9103 8471 9001 4106 4334 4541 7782 9602 9962 1396 7807 8976 9602 6104 8976 814 9773 9962 9640 4472 545 585 5971 6242 3325 8976 5660 4661 420 7782 8206 2436 6104 8976 9072 6052 9935 9962 9816 3740 2510 9012 8976 1808 4661 6483 460 5088 8206 9962 1396 7143 8850 8976 9519 1325 8533 3740 8976 2213 8976 7633 4661 9287 9851 8976 5768 8976 1640 9682 3575 460 8976 2214 2217 6052 3592 1808 601 4672 9682 6483 628 3224 628 2985 3800 8976 6745 585 6486 8075 460 3402 8976 6391 4661 6486 2043 460 1807 9851 9767 9962 1699 6104 8976 5532 5233 8976 8032 6052 8239 460 8976 1915 6052 6186 3333 2450 4087 420 894 3824 9301 8976 1642 6156 504 3400 6052 3718 460 9962 1564 9874 867 2554	5
